SecuCode,InfoPublDate,tag
002049,2010-06-01,电子元器件
002050,2005-06-21,机械
002050,2017-10-17,家电
002051,2006-07-03,建筑
002052,2006-07-11,电子元器件
002053,2006-07-11,食品饮料
002053,2007-11-01,基础化工
002053,2011-05-05,基础化工
002054,2006-08-08,基础化工
002055,2006-08-08,电子元器件
002056,2006-08-16,电子元器件
002057,2006-08-16,钢铁
002058,2006-08-16,机械
002059,2006-08-24,餐饮旅游
002059,2007-05-01,房地产
002059,2014-07-01,餐饮旅游
002060,2006-08-24,建筑
002061,2006-08-30,基础化工
002062,2006-08-30,建筑
002063,2006-09-06,计算机
002064,2006-09-06,基础化工
002064,2012-10-10,石油石化
002064,2018-04-11,基础化工
002065,2006-09-06,计算机
002066,2006-09-06,建材
002067,2006-09-29,轻工制造
002068,2006-09-29,基础化工
002069,2006-10-19,农林牧渔
002070,2006-10-26,纺织服装
002070,2016-07-04,有色金属
002071,2006-10-26,机械
002071,2014-05-05,传媒
002072,2006-11-01,纺织服装
002072,2018-04-11,计算机
002073,2006-11-01,计算机
002073,2014-05-05,机械
002074,2006-11-01,电力设备
002075,2006-11-08,有色金属
002075,2011-05-05,钢铁
002076,2006-11-08,家电
002077,2006-11-30,有色金属
002077,2008-05-01,电力设备
002077,2009-05-01,房地产
002078,2006-11-30,轻工制造
002079,2006-11-30,电子元器件
002080,2006-12-04,建材
002081,2006-12-04,建筑
002082,2006-12-04,建材
002082,2011-05-05,有色金属
002083,2006-12-08,纺织服装
002084,2006-12-08,机械
002084,2016-04-25,轻工制造
002085,2006-12-12,汽车
002086,2006-12-12,农林牧渔
002087,2006-12-14,纺织服装
002088,2007-11-01,基础化工
002088,2009-11-01,建材
002089,2006-12-14,通信
002090,2006-12-22,计算机
002091,2006-12-22,商贸零售
002092,2006-12-22,基础化工
002093,2006-12-29,通信
002094,2006-12-29,基础化工
002094,2015-05-01,综合
002094,2017-01-24,商贸零售
002094,2018-04-11,基础化工
002095,2006-12-29,传媒
002096,2007-01-10,基础化工
002097,2007-01-10,机械
002098,2007-01-10,纺织服装
002099,2007-01-12,医药
002100,2007-01-12,农林牧渔
002100,2011-05-05,农林牧渔
002101,2007-01-17,机械
002101,2019-07-22,汽车
002102,2007-01-17,建材
002102,2018-06-07,综合
002102,2019-07-22,商贸零售
002103,2007-01-24,轻工制造
002103,2018-04-11,传媒
002104,2007-01-24,通信
002105,2007-01-26,机械
002106,2007-01-26,电子元器件
002107,2007-02-07,医药
002108,2007-02-07,基础化工
002109,2007-02-09,基础化工
002110,2007-02-09,钢铁
002111,2007-02-09,机械
002111,2014-06-03,国防军工
002112,2007-03-01,电力设备
002113,2007-03-01,基础化工
002113,2014-05-05,综合
002113,2015-05-01,房地产
002113,2018-04-11,传媒
002114,2007-03-08,有色金属
002115,2007-03-08,通信
002116,2007-03-08,建筑
002117,2007-03-16,轻工制造
002118,2007-03-16,医药
002119,2007-03-16,电子元器件
002120,2007-03-20,轻工制造
002120,2017-03-06,交通运输
002121,2007-03-20,电力设备
002122,2007-04-11,机械
002123,2007-04-11,电力设备
002123,2018-04-11,传媒
002124,2007-04-17,农林牧渔
002125,2007-04-17,基础化工
002126,2007-05-09,汽车
002127,2007-05-09,纺织服装
002127,2013-06-02,基础化工
002127,2017-01-24,商贸零售
002128,2007-05-09,煤炭
002129,2007-05-11,电子元器件
002129,2013-05-03,电力设备
002130,2007-05-11,电力设备
002130,2011-05-05,电力设备
002130,2012-05-02,电子元器件
002131,2007-05-18,机械
002131,2014-05-05,传媒
002131,2015-05-01,机械
002131,2015-06-01,综合
002131,2016-04-25,传媒
002132,2007-05-18,机械
002133,2007-05-18,房地产
002134,2007-05-30,电子元器件
002135,2007-06-13,建筑
002136,2007-06-13,基础化工
002137,2007-06-27,电子元器件
002137,2017-01-24,传媒
002138,2007-06-27,电子元器件
002139,2007-07-13,电子元器件
002140,2007-07-26,建筑
002141,2007-08-03,电子元器件
002142,2007-08-02,银行
002143,2007-08-03,食品饮料
002143,2016-04-06,传媒
002144,2007-08-17,纺织服装
002144,2015-05-01,综合
002144,2017-05-12,纺织服装
002145,2007-08-17,基础化工
002146,2007-08-22,房地产
002147,2007-08-22,机械
002147,2017-02-27,房地产
002148,2007-08-24,通信
002149,2007-08-24,有色金属
002150,2007-08-24,机械
002151,2007-08-27,通信
002151,2014-06-03,国防军工
002152,2007-08-27,计算机
002153,2007-08-27,计算机
002154,2007-08-30,纺织服装
002155,2007-08-30,有色金属
002156,2007-08-30,电子元器件
002157,2007-08-31,农林牧渔
002158,2007-08-31,机械
002159,2007-08-31,餐饮旅游
002160,2007-09-04,有色金属
002161,2007-09-04,通信
002162,2007-09-06,建材
002163,2007-09-06,建材
002164,2007-09-06,机械
002165,2007-09-27,基础化工
002166,2007-09-27,医药
002167,2007-09-27,有色金属
002168,2007-10-10,电力设备
002168,2019-07-22,传媒
002169,2007-10-10,电力设备
002170,2007-10-10,基础化工
002171,2007-10-12,有色金属
002172,2007-10-12,基础化工
002172,2012-10-10,石油石化
002173,2007-10-16,农林牧渔
002173,2014-05-05,纺织服装
002173,2016-07-04,医药
002174,2007-10-16,纺织服装
002174,2013-06-02,有色金属
002174,2014-05-05,传媒
002175,2007-10-26,机械
002175,2016-04-25,传媒
002176,2007-10-26,机械
002177,2007-11-15,计算机
002178,2007-11-15,建筑
002179,2007-11-15,电子元器件
002179,2012-10-10,国防军工
002180,2007-11-27,电力设备
002180,2015-05-01,电子元器件
002181,2007-11-30,传媒
002181,2012-05-02,轻工制造
002181,2013-05-03,传媒
002182,2007-11-27,有色金属
002183,2007-11-27,交通运输
002184,2007-11-30,电力设备
002184,2015-06-01,机械
002185,2007-12-04,电子元器件
002186,2007-12-04,餐饮旅游
002187,2007-12-06,商贸零售
002188,2007-12-06,电子元器件
002188,2017-01-24,传媒
002189,2007-12-17,电子元器件
002190,2007-12-17,汽车
002190,2014-06-03,国防军工
002191,2007-12-19,轻工制造
002192,2007-12-19,建材
002192,2019-07-22,有色金属
002193,2007-12-21,纺织服装
002194,2007-12-21,通信
002195,2007-12-26,计算机
002196,2007-12-26,机械
002197,2008-01-03,电子元器件
002198,2008-01-03,医药
002199,2008-01-08,电子元器件
002200,2008-01-08,农林牧渔
002201,2008-01-11,建材
002201,2019-07-22,建材
002202,2008-01-11,电力设备
002203,2008-01-30,有色金属
002204,2008-01-30,机械
002205,2008-02-13,建材
002206,2008-02-13,纺织服装
002206,2012-10-10,石油石化
002207,2008-02-18,石油石化
002207,2014-05-05,机械
002207,2019-07-22,石油石化
002207,2019-08-21,机械
002208,2008-02-18,房地产
002209,2008-02-20,机械
002210,2008-02-20,交通运输
002211,2008-02-22,基础化工
002212,2008-02-22,电力设备
002213,2008-02-22,汽车
002214,2008-03-03,电子元器件
002214,2014-06-03,国防军工
002215,2008-03-03,基础化工
002216,2008-03-05,食品饮料
002216,2011-05-05,食品饮料
002217,2008-03-05,基础化工
002217,2014-10-09,电子元器件
002218,2008-03-13,电力设备
002219,2008-03-20,医药
002220,2008-03-13,农林牧渔
002221,2008-03-20,石油石化
002222,2008-04-02,电子元器件
002223,2008-05-06,医药
002224,2008-05-13,基础化工
002225,2008-05-13,建材
002226,2008-05-20,基础化工
002227,2008-05-20,电力设备
002228,2008-05-22,轻工制造
002229,2008-05-22,轻工制造
002230,2008-05-26,通信
002230,2017-10-17,计算机
002231,2008-05-26,通信
002232,2008-05-23,计算机
002233,2008-05-30,建材
002234,2008-05-30,农林牧渔
002235,2008-05-30,轻工制造
002236,2008-06-03,电子元器件
002237,2008-06-03,有色金属
002238,2008-06-10,传媒
002239,2008-06-05,纺织服装
002239,2016-07-04,汽车
002240,2008-06-06,农林牧渔
002240,2014-05-05,有色金属
002240,2018-04-11,农林牧渔
002241,2008-06-05,电子元器件
002242,2008-06-12,家电
002243,2008-06-12,基础化工
002243,2013-05-03,轻工制造
002244,2008-06-13,房地产
002245,2008-06-20,交通运输
002246,2008-06-20,基础化工
002247,2008-06-26,建材
002247,2017-01-24,传媒
002248,2008-06-26,机械
002249,2008-07-03,机械
002250,2008-07-03,基础化工
002251,2008-07-03,商贸零售
002252,2008-07-07,医药
002253,2008-07-07,计算机
002254,2008-07-09,基础化工
002254,2012-10-10,石油石化
002255,2008-07-09,机械
002256,2008-07-09,基础化工
002256,2019-07-22,电力设备
002258,2008-07-22,基础化工
002259,2008-07-30,农林牧渔
002259,2014-05-05,电力及公用事业
002259,2015-05-01,农林牧渔
002259,2018-06-07,电力及公用事业
002260,2008-07-30,家电
002261,2008-08-06,通信
002261,2019-07-22,计算机
002262,2008-08-06,医药
002263,2008-08-11,基础化工
002264,2008-08-14,商贸零售
002265,2008-08-20,汽车
002266,2008-08-20,电力设备
002267,2008-08-27,电力及公用事业
002267,2012-12-31,石油石化
002267,2013-05-03,电力及公用事业
002268,2008-08-25,计算机
002269,2008-09-11,纺织服装
002270,2008-09-22,机械
002271,2008-09-25,建材
002272,2008-10-10,机械
002273,2008-10-10,电子元器件
002274,2008-10-16,基础化工
002275,2009-07-24,医药
002275,2010-09-09,医药
002276,2009-07-24,电力设备
002277,2009-07-31,商贸零售
002278,2009-08-25,机械
002279,2009-08-25,计算机
002280,2009-09-04,计算机
002281,2009-09-04,通信
002282,2009-09-04,机械
002283,2009-09-04,汽车
002284,2009-09-11,汽车
002285,2009-09-11,房地产
002286,2009-09-11,农林牧渔
002287,2009-09-11,医药
002288,2009-09-17,电子元器件
002289,2009-09-17,电子元器件
002290,2009-09-17,机械
002290,2011-02-09,家电
002291,2009-09-17,纺织服装
002292,2009-09-24,传媒
002293,2009-09-24,纺织服装
002294,2009-09-24,医药
002295,2009-10-21,有色金属
002296,2009-10-21,通信
002297,2009-10-21,汽车
002297,2013-05-03,钢铁
002298,2009-09-30,电子元器件
002298,2012-01-04,电力设备
002299,2009-11-04,农林牧渔
002300,2009-11-04,电子元器件
002300,2015-05-01,电力设备
002301,2009-11-04,轻工制造
002302,2009-11-17,建材
002303,2009-11-17,轻工制造
002304,2009-11-20,食品饮料
002305,2009-11-20,房地产
002306,2009-11-25,餐饮旅游
002306,2014-09-02,计算机
002306,2017-02-07,餐饮旅游
002306,2017-03-06,计算机
002306,2018-05-03,餐饮旅游
002307,2009-11-25,建筑
002308,2009-12-11,计算机
002309,2009-12-11,通信
002309,2019-07-22,电力设备
002310,2009-12-11,建筑
002311,2009-12-11,农林牧渔
002312,2009-12-17,计算机
002313,2009-12-17,通信
002314,2009-12-17,建筑
002314,2019-08-21,房地产
002315,2009-12-23,传媒
002316,2009-12-23,通信
002316,2019-07-22,非银行金融
002317,2009-12-25,医药
002317,2010-09-09,医药
002318,2009-12-25,钢铁
002319,2009-12-25,基础化工
002320,2009-12-30,交通运输
002321,2009-12-30,农林牧渔
002322,2010-01-04,电力设备
002323,2010-01-04,电力设备
002323,2018-12-20,建材
002324,2008-08-11,基础化工
002325,2010-01-06,建筑
002326,2010-01-06,电子元器件
002326,2012-05-02,基础化工
002327,2010-01-14,纺织服装
002328,2010-01-14,汽车
002329,2010-01-20,食品饮料
002330,2010-01-20,食品饮料
002331,2010-01-20,计算机
002332,2010-01-26,医药
002333,2010-01-26,建材
002334,2010-01-27,电力设备
002335,2010-01-27,通信
002336,2010-01-27,商贸零售
002337,2010-01-29,机械
002338,2010-01-29,机械
002338,2012-10-10,国防军工
002339,2010-02-05,电力设备
002340,2010-02-05,有色金属
002340,2015-02-01,电力及公用事业
002341,2010-02-05,电子元器件
002342,2010-02-09,机械
002343,2010-02-09,基础化工
002343,2017-01-24,传媒
002344,2010-02-09,商贸零售
002345,2010-02-11,商贸零售
002346,2010-02-11,建材
002346,2018-05-03,电力设备
002347,2010-02-11,机械
002348,2010-02-24,轻工制造
002349,2010-02-24,医药
002350,2010-02-24,电力设备
002351,2010-02-26,电子元器件
002352,2010-02-26,机械
002352,2017-02-27,交通运输
002353,2010-02-26,石油石化
002353,2014-05-05,机械
002353,2019-07-22,石油石化
002353,2019-07-29,机械
002354,2010-03-02,农林牧渔
002354,2014-05-05,传媒
002355,2010-03-02,汽车
002356,2010-03-02,电力设备
002356,2019-07-22,商贸零售
002357,2010-03-03,交通运输
002358,2010-03-03,电力设备
002359,2010-03-03,通信
002360,2010-03-17,基础化工
002361,2010-03-17,基础化工
002362,2010-03-17,计算机
002363,2010-03-19,机械
002363,2014-10-09,汽车
002364,2010-03-19,电力设备
002365,2010-03-19,医药
002366,2010-03-26,家电
002366,2017-01-24,机械
002367,2010-03-26,机械
002368,2010-03-26,计算机
002369,2010-03-30,电子元器件
002370,2010-03-30,医药
002371,2010-03-30,电子元器件
002372,2010-04-01,建材
002373,2010-04-01,计算机
002374,2010-04-01,轻工制造
002374,2018-06-07,建筑
002374,2019-08-21,轻工制造
002375,2010-04-07,建筑
002376,2010-04-07,计算机
002377,2010-04-07,石油石化
002377,2018-06-07,房地产
002378,2010-04-15,有色金属
002379,2010-04-15,有色金属
002380,2010-04-15,计算机
002381,2010-04-19,基础化工
002382,2010-04-19,基础化工
002382,2019-03-14,医药
002383,2010-04-19,计算机
002384,2010-04-23,机械
002384,2019-07-22,电子元器件
002385,2010-04-23,农林牧渔
002386,2010-04-23,基础化工
002387,2010-04-27,食品饮料
002387,2018-06-07,计算机
002388,2010-04-27,电子元器件
002389,2010-04-27,电子元器件
002390,2010-04-30,医药
002391,2010-04-30,基础化工
002392,2010-05-10,建材
002393,2010-05-10,医药
002394,2010-05-10,纺织服装
002395,2010-05-14,基础化工
002396,2010-07-07,通信
002397,2010-05-14,纺织服装
002398,2010-05-20,建筑
002399,2010-05-20,医药
002400,2010-05-20,传媒
002401,2010-05-20,计算机
002402,2010-05-25,电子元器件
002403,2010-05-25,家电
002404,2010-05-25,纺织服装
002405,2010-06-01,计算机
002406,2010-06-01,机械
002407,2010-06-01,基础化工
002408,2010-06-01,石油石化
002409,2010-06-08,基础化工
002410,2010-06-08,计算机
002411,2010-06-08,基础化工
002412,2010-06-08,医药
002413,2010-06-11,家电
002413,2018-06-08,国防军工
002414,2010-07-30,电子元器件
002414,2014-06-03,国防军工
002415,2010-06-11,电子元器件
002416,2010-06-11,商贸零售
002416,2013-05-03,通信
002416,2019-07-22,商贸零售
002417,2010-06-18,通信
002418,2010-06-18,机械
002418,2011-02-09,家电
002419,2010-06-18,商贸零售
002420,2010-06-18,家电
002421,2010-06-22,计算机
002421,2012-05-02,建筑
002421,2018-06-07,计算机
002422,2010-06-22,医药
002423,2010-06-22,钢铁
002424,2010-06-22,医药
002425,2010-06-25,纺织服装
002425,2016-02-24,综合
002425,2017-01-24,传媒
002426,2010-06-25,机械
002427,2010-06-25,基础化工
002427,2014-05-05,基础化工
002428,2010-06-25,有色金属
002429,2010-06-29,家电
002430,2010-06-29,机械
002431,2010-06-29,农林牧渔
002431,2012-05-02,建筑
002432,2010-06-29,医药
002433,2010-07-02,医药
002434,2010-07-02,汽车
002435,2010-07-02,机械
002435,2019-07-22,医药
002436,2010-07-02,电子元器件
002437,2010-07-07,医药
002438,2010-07-07,机械
002439,2010-07-07,计算机
002440,2010-07-20,基础化工
002441,2010-07-20,商贸零售
002441,2017-01-24,电力设备
002442,2010-07-20,基础化工
002443,2010-07-20,商贸零售
002443,2011-05-05,钢铁
002444,2010-07-27,机械
002445,2010-07-27,机械
002445,2014-05-05,传媒
002445,2015-05-01,机械
002445,2016-04-25,传媒
002446,2010-07-27,通信
002447,2010-07-27,农林牧渔
002447,2018-06-07,传媒
002448,2010-07-30,汽车
002449,2010-07-30,电子元器件
002449,2015-06-01,电子元器件
002450,2010-07-30,基础化工
002451,2010-08-03,电力设备
002452,2010-08-03,电力设备
002453,2010-08-03,基础化工
002454,2010-08-03,汽车
002455,2010-09-20,基础化工
002456,2010-09-20,电子元器件
002457,2010-09-20,建材
002457,2018-05-03,建材
002458,2010-09-20,农林牧渔
002459,2010-09-20,机械
002460,2010-09-20,有色金属
002461,2010-09-20,食品饮料
002462,2010-09-09,医药
002463,2010-09-20,电子元器件
002464,2010-09-20,基础化工
002464,2018-05-03,传媒
002465,2010-09-20,通信
002465,2012-10-10,国防军工
002466,2010-09-20,有色金属
002467,2010-09-20,通信
002468,2010-09-20,机械
002468,2015-11-02,交通运输
002469,2010-09-20,石油石化
002469,2012-05-02,建筑
002470,2010-09-20,基础化工
002471,2010-09-20,电力设备
002472,2010-09-20,机械
002473,2010-09-20,家电
002474,2010-09-20,计算机
002475,2010-09-20,电子元器件
002476,2010-09-20,基础化工
002476,2012-12-31,石油石化
002477,2010-09-20,农林牧渔
002478,2010-12-07,钢铁
002479,2010-12-07,电力及公用事业
002480,2010-12-07,机械
002481,2010-12-07,农林牧渔
002481,2012-05-02,食品饮料
002482,2010-12-07,建筑
002483,2010-12-07,机械
002484,2010-12-07,电子元器件
002485,2010-12-07,纺织服装
002486,2010-12-07,纺织服装
002487,2010-12-07,电力设备
002488,2010-12-07,汽车
002489,2010-12-07,轻工制造
002490,2010-12-07,机械
002491,2010-12-07,通信
002492,2010-12-07,交通运输
002493,2010-12-07,石油石化
002494,2010-12-07,纺织服装
002495,2010-12-07,食品饮料
002496,2010-12-07,基础化工
002497,2010-12-07,基础化工
002498,2010-12-07,电力设备
002499,2010-12-07,机械
002499,2015-02-01,电力及公用事业
002499,2015-06-01,电力及公用事业
002500,2010-12-07,非银行金融
002501,2010-12-07,有色金属
002502,2010-12-07,轻工制造
002502,2017-01-24,传媒
002503,2010-12-07,纺织服装
002504,2010-12-07,电子元器件
002504,2018-05-03,建筑
002505,2010-12-07,农林牧渔
002506,2010-12-07,电子元器件
002506,2011-05-05,电力设备
002507,2010-12-07,食品饮料
002508,2010-12-07,家电
002509,2010-12-07,机械
002510,2010-12-07,汽车
002511,2010-12-07,轻工制造
002512,2010-12-03,计算机
002513,2010-12-03,基础化工
002514,2010-12-03,机械
002515,2010-12-03,食品饮料
002516,2010-12-07,纺织服装
002516,2015-05-01,汽车
002517,2010-12-07,纺织服装
002517,2016-02-24,传媒
002518,2010-12-07,计算机
002519,2010-12-07,家电
002519,2015-10-01,国防军工
002519,2018-05-03,家电
002520,2010-12-10,机械
002520,2015-10-01,国防军工
002520,2018-05-03,机械
002521,2010-12-10,轻工制造
002522,2010-12-10,基础化工
002523,2010-12-10,机械
002524,2010-12-17,建筑
002524,2017-03-06,石油石化
002526,2010-12-17,机械
002527,2010-12-24,电子元器件
002528,2010-12-24,电子元器件
002529,2010-12-24,机械
002530,2010-12-31,机械
002530,2016-04-25,传媒
002531,2010-12-31,电力设备
002532,2010-12-31,机械
002533,2010-12-31,电力设备
002534,2011-01-11,机械
002535,2011-01-12,机械
002536,2011-01-12,汽车
002537,2011-01-11,家电
002537,2015-05-01,汽车
002537,2019-07-29,综合
002538,2011-01-19,基础化工
002538,2012-05-02,基础化工
002539,2011-01-19,基础化工
002540,2011-01-19,有色金属
002541,2011-01-19,建筑
002542,2011-01-31,建筑
002543,2011-01-31,家电
002544,2011-01-31,计算机
002544,2014-05-05,通信
002545,2011-02-11,钢铁
002545,2011-05-05,建筑
002546,2011-02-11,计算机
002547,2011-02-18,有色金属
002547,2011-05-05,通信
002548,2011-02-18,农林牧渔
002549,2011-02-18,电力及公用事业
002549,2011-05-05,基础化工
002550,2011-02-18,医药
002551,2011-02-25,医药
002552,2011-02-25,机械
002553,2011-02-25,汽车
002554,2011-02-25,石油石化
002554,2014-05-05,机械
002554,2019-07-22,石油石化
002554,2019-08-21,机械
002555,2011-03-02,汽车
002555,2014-10-09,传媒
002556,2011-03-02,商贸零售
002556,2011-05-05,基础化工
002557,2011-03-02,食品饮料
002558,2011-03-02,餐饮旅游
002558,2015-12-01,传媒
002559,2011-03-03,机械
002560,2011-03-03,电力设备
002561,2011-03-03,商贸零售
002562,2011-03-10,基础化工
002563,2011-03-11,纺织服装
002564,2011-03-10,机械
002564,2016-04-25,传媒
002564,2016-06-20,机械
002565,2011-03-18,轻工制造
002566,2011-03-18,医药
002567,2011-03-25,农林牧渔
002568,2011-03-25,基础化工
002568,2015-05-01,食品饮料
002569,2011-04-12,纺织服装
002570,2011-04-12,食品饮料
002571,2011-04-12,轻工制造
002572,2011-04-12,轻工制造
002573,2011-04-22,电力及公用事业
002574,2011-04-22,商贸零售
002575,2011-04-22,轻工制造
002576,2011-04-28,电力设备
002577,2011-04-28,计算机
002578,2011-04-28,有色金属
002578,2012-05-02,有色金属
002579,2011-05-06,电子元器件
002580,2011-05-06,电力设备
002581,2011-05-20,基础化工
002581,2019-07-22,医药
002582,2011-05-20,农林牧渔
002582,2012-05-02,食品饮料
002583,2011-05-27,通信
002584,2011-06-02,基础化工
002585,2011-06-02,基础化工
002585,2011-07-04,基础化工
002586,2011-06-02,建筑
002587,2011-06-10,电子元器件
002588,2011-06-10,基础化工
002589,2011-06-10,医药
002590,2011-06-10,汽车
002591,2011-06-21,基础化工
002592,2011-11-14,汽车
002593,2011-06-28,汽车
002593,2019-07-29,机械
002594,2011-06-30,汽车
002595,2011-06-28,机械
002596,2011-07-07,建材
002597,2011-07-07,基础化工
002598,2011-07-07,机械
002599,2011-07-15,轻工制造
002599,2013-05-03,传媒
002600,2011-07-15,电子元器件
002601,2011-07-15,基础化工
002601,2014-05-05,基础化工
002602,2011-07-28,汽车
002602,2014-10-09,传媒
002602,2015-05-01,汽车
002602,2017-01-24,传媒
002603,2011-07-28,医药
002604,2011-07-28,食品饮料
002604,2012-05-02,农林牧渔
002605,2011-09-01,轻工制造
002606,2011-09-01,电力设备
002607,2011-09-01,汽车
002607,2019-07-22,综合
002608,2011-09-01,机械
002608,2018-05-03,电力及公用事业
002608,2019-04-24,非银行金融
002609,2011-09-01,计算机
002610,2011-09-01,电力设备
002611,2011-08-30,机械
002611,2019-07-22,汽车
002611,2019-07-29,机械
002612,2011-08-30,纺织服装
002613,2011-08-30,建材
002614,2011-09-09,家电
002615,2011-09-09,轻工制造
002615,2013-05-03,家电
002616,2011-09-20,家电
002616,2016-03-16,电力及公用事业
002616,2018-05-03,家电
002617,2011-09-20,电力设备
002618,2011-09-20,电子元器件
002619,2011-09-29,建材
002619,2018-05-03,传媒
002620,2011-09-29,建筑
002621,2011-09-29,机械
002622,2011-10-18,电力设备
002622,2012-05-02,电力设备
002623,2011-10-13,建材
002623,2012-05-02,建材
002624,2011-11-08,建材
002624,2012-05-02,建材
002624,2015-03-02,传媒
002624,2018-05-03,传媒
002625,2011-11-04,汽车
002625,2019-07-29,国防军工
002626,2011-11-08,医药
002626,2012-05-02,医药
002626,2017-03-06,食品饮料
002627,2011-11-04,汽车
002627,2012-05-02,交通运输
002628,2011-11-04,建筑
002629,2011-11-04,石油石化
002629,2014-05-05,机械
002630,2011-11-14,机械
002630,2016-03-16,电力及公用事业
002630,2019-07-22,电力设备
002631,2011-11-14,农林牧渔
002632,2011-11-23,基础化工
002633,2011-11-23,机械
002634,2011-12-22,纺织服装
002635,2011-12-22,计算机
002636,2011-12-22,电子元器件
002637,2011-12-22,基础化工
002638,2011-12-22,家电
002638,2017-03-07,综合
002639,2011-12-22,机械
002640,2011-12-22,纺织服装
002640,2017-08-03,商贸零售
002641,2011-12-22,建材
002642,2011-12-22,计算机
002643,2011-12-22,基础化工
002644,2011-12-23,医药
002645,2011-12-22,机械
002646,2011-12-23,食品饮料
002647,2011-12-29,电子元器件
002647,2018-06-07,非银行金融
002648,2011-12-29,石油石化
002649,2012-01-09,计算机
002650,2012-01-09,食品饮料
002651,2012-01-09,机械
002652,2012-02-02,钢铁
002652,2019-07-22,建材
002653,2012-02-02,医药
002654,2012-03-02,电子元器件
002655,2012-03-02,电子元器件
002655,2017-01-24,传媒
002655,2018-05-03,电子元器件
002656,2012-03-02,纺织服装
002657,2012-03-02,计算机
002658,2012-04-05,机械
002658,2015-02-01,电力及公用事业
002659,2012-04-05,建筑
002659,2019-08-21,综合
002660,2012-04-05,电子元器件
002661,2012-04-05,农林牧渔
002661,2012-05-02,食品饮料
002662,2012-04-05,汽车
002663,2012-04-05,建筑
002664,2012-04-05,汽车
002664,2018-06-08,国防军工
002664,2019-07-22,汽车
002664,2019-07-29,机械
002665,2012-04-05,电力设备
002666,2012-04-05,基础化工
002667,2012-04-05,机械
002667,2016-04-25,综合
002667,2018-05-03,机械
002668,2012-05-04,家电
002669,2012-05-04,基础化工
002670,2012-05-04,家电
002670,2018-06-07,非银行金融
002671,2012-05-04,建材
002672,2012-05-04,电力及公用事业
002673,2012-05-04,非银行金融
002674,2012-05-08,纺织服装
002675,2012-05-28,医药
002676,2012-05-28,家电
002677,2012-05-28,家电
002678,2012-05-31,轻工制造
002679,2012-06-06,农林牧渔
002680,2012-06-06,机械
002680,2016-04-25,医药
002681,2012-06-06,电子元器件
002682,2012-06-13,交通运输
002682,2015-05-01,汽车
002682,2019-07-29,综合
002683,2012-06-13,基础化工
002684,2012-06-13,汽车
002685,2012-06-13,机械
002686,2012-07-04,机械
002687,2012-07-16,纺织服装
002688,2012-08-02,医药
002689,2012-08-02,机械
002690,2012-08-02,机械
002691,2012-08-02,机械
002692,2012-08-31,电力设备
002693,2012-08-31,医药
002694,2012-08-31,基础化工
002695,2012-09-06,食品饮料
002696,2012-09-06,食品饮料
002697,2012-09-06,商贸零售
002698,2012-10-10,机械
002699,2012-09-12,纺织服装
002699,2019-07-22,传媒
002700,2012-10-10,电力及公用事业
002701,2012-10-12,轻工制造
002702,2012-10-12,食品饮料
002703,2012-11-01,汽车
002705,2014-02-10,家电
002706,2014-02-10,电力设备
002707,2014-02-10,餐饮旅游
002708,2014-02-10,汽车
002709,2014-02-10,基础化工
002709,2019-07-22,基础化工
002711,2014-02-10,交通运输
002712,2014-02-10,传媒
002713,2014-04-01,建筑
002714,2014-02-10,农林牧渔
002715,2014-04-01,汽车
002716,2014-02-10,有色金属
002717,2014-04-01,建筑
002718,2014-02-10,建材
002718,2018-05-03,建材
002719,2014-02-10,食品饮料
002721,2014-02-10,纺织服装
002721,2014-08-01,有色金属
002721,2017-01-24,商贸零售
002722,2014-02-10,机械
002723,2014-02-10,电子元器件
002723,2015-05-01,家电
002724,2014-12-01,电子元器件
002725,2014-02-10,汽车
002726,2014-07-01,食品饮料
002727,2014-07-01,医药
002728,2014-08-01,医药
002729,2014-10-09,电力设备
002730,2014-11-03,电力设备
002731,2014-12-01,商贸零售
002732,2015-01-01,食品饮料
002733,2015-01-01,电子元器件
002734,2015-02-01,基础化工
002735,2015-01-01,轻工制造
002736,2015-01-01,非银行金融
002737,2015-01-01,医药
002738,2015-01-01,有色金属
002739,2015-02-01,传媒
002740,2015-02-01,纺织服装
002741,2015-03-02,医药
002741,2019-07-22,基础化工
002742,2015-03-02,建材
002743,2015-03-02,机械
002745,2015-03-02,电子元器件
002746,2015-03-02,食品饮料
002746,2016-04-29,农林牧渔
002747,2015-04-01,机械
002748,2015-04-01,基础化工
002749,2015-04-01,基础化工
002750,2015-04-01,医药
002751,2015-05-01,轻工制造
002752,2015-05-01,轻工制造
002753,2015-06-01,煤炭
002755,2015-06-01,建筑
002755,2019-08-21,医药
002756,2015-06-01,钢铁
002757,2015-06-01,机械
002758,2015-06-01,医药
002759,2015-06-01,家电
002760,2015-07-01,机械
002761,2015-07-01,纺织服装
002762,2015-07-01,纺织服装
002763,2015-07-01,纺织服装
002765,2015-07-01,汽车
002766,2015-07-01,计算机
002767,2015-07-01,机械
002768,2015-07-01,基础化工
002769,2015-07-01,交通运输
002770,2015-07-01,食品饮料
002771,2015-07-01,计算机
002772,2015-07-01,农林牧渔
002772,2018-05-03,农林牧渔
002773,2015-07-01,医药
002774,2017-04-17,机械
002775,2015-07-01,建筑
002776,2015-07-01,纺织服装
002777,2015-12-31,计算机
002778,2016-02-01,石油石化
002779,2015-12-31,机械
002780,2015-12-31,纺织服装
002781,2015-12-31,建筑
